time_fs,S2
1.528732159999999851e+02,1.330387281914179320e-01
1.533569919999999911e+02,1.338993479105302364e-01
1.538407679999999971e+02,1.347814049235146749e-01
1.543245440000000031e+02,1.345780167671313532e-01
1.548083200000000090e+02,1.342935034722789467e-01
1.552920959999999866e+02,1.313435988482365424e-01
1.557758719999999926e+02,1.298560302868308758e-01
1.562596479999999985e+02,1.285046562367726242e-01
1.567434240000000045e+02,1.286326602427845800e-01
1.572272000000000105e+02,1.281760369545677514e-01
1.577109759999999881e+02,1.280762926024750503e-01
1.581947519999999940e+02,1.277351844078374599e-01
1.586785280000000000e+02,1.290720630026796212e-01
1.591623040000000060e+02,1.291611761187164975e-01
1.596460800000000120e+02,1.314454924835042338e-01
1.601298559999999895e+02,1.309292491609821696e-01
1.606136319999999955e+02,1.313482482648816174e-01
1.610974080000000015e+02,1.298594343487017300e-01
1.615811840000000075e+02,1.285111930779274936e-01
1.620649599999999850e+02,1.285880831860536366e-01
1.625487359999999910e+02,1.304467365400514001e-01
1.630325119999999970e+02,1.316098840285154226e-01
1.635162880000000030e+02,1.297642633728664785e-01
1.640000640000000089e+02,1.265401720716257394e-01
1.644838399999999865e+02,1.230923993414711204e-01
1.649676159999999925e+02,1.234449312205671140e-01
1.654513919999999985e+02,1.229700516296918511e-01
1.659351680000000044e+02,1.217821930986364709e-01
1.664189440000000104e+02,1.199649698470434400e-01
1.669027199999999880e+02,1.182490157666363506e-01
1.673864959999999940e+02,1.201671429359700283e-01
1.678702719999999999e+02,1.221088401553277886e-01
1.683540480000000059e+02,1.221881342600950882e-01
1.688378240000000119e+02,1.239390474546500504e-01
1.693215999999999894e+02,1.237536312639838515e-01
1.698053759999999954e+02,1.235431386087378347e-01
1.702891520000000014e+02,1.237280070919013347e-01
1.707729280000000074e+02,1.236413916692284259e-01
1.712567040000000134e+02,1.224808220717611140e-01
1.717404799999999909e+02,1.241192098255222281e-01
1.722242559999999969e+02,1.249673610037485144e-01
1.727080320000000029e+02,1.245599226120012726e-01
1.731918080000000089e+02,1.240766452644547768e-01
1.736755839999999864e+02,1.230752673873313774e-01
1.741593599999999924e+02,1.218192209930059056e-01
