true,pred
2.583984375000000000e+00,2.604504346847534180e+00
2.639648437500000000e+00,2.637646436691284180e+00
2.694335937500000000e+00,2.709405899047851562e+00
2.686523437500000000e+00,2.724654436111450195e+00
2.644531250000000000e+00,2.636499881744384766e+00
2.667968750000000000e+00,2.665822505950927734e+00
2.508789062500000000e+00,2.530102252960205078e+00
2.640625000000000000e+00,2.679598331451416016e+00
2.568359375000000000e+00,2.536100387573242188e+00
2.609375000000000000e+00,2.564683914184570312e+00
2.737304687500000000e+00,2.661870479583740234e+00
2.631835937500000000e+00,2.619309425354003906e+00
2.628906250000000000e+00,2.598067760467529297e+00
2.580078125000000000e+00,2.567192077636718750e+00
2.578125000000000000e+00,2.606763839721679688e+00
2.532226562500000000e+00,2.544127464294433594e+00
2.692382812500000000e+00,2.704904317855834961e+00
2.733398437500000000e+00,2.704973459243774414e+00
2.624023437500000000e+00,2.611169815063476562e+00
2.686523437500000000e+00,2.659125804901123047e+00
2.604492187500000000e+00,2.598824977874755859e+00
2.623046875000000000e+00,2.642045021057128906e+00
2.673828125000000000e+00,2.639603137969970703e+00
2.527343750000000000e+00,2.582998991012573242e+00
2.668945312500000000e+00,2.707990407943725586e+00
2.607421875000000000e+00,2.620966911315917969e+00
2.570312500000000000e+00,2.521513223648071289e+00
2.673828125000000000e+00,2.681545257568359375e+00
2.590820312500000000e+00,2.612207412719726562e+00
2.639648437500000000e+00,2.587138414382934570e+00
2.615234375000000000e+00,2.552314281463623047e+00
2.600585937500000000e+00,2.598000049591064453e+00
2.612304687500000000e+00,2.567673683166503906e+00
2.656250000000000000e+00,2.649903297424316406e+00
2.680664062500000000e+00,2.638408184051513672e+00
2.583007812500000000e+00,2.578459262847900391e+00
2.613281250000000000e+00,2.567645072937011719e+00
2.614257812500000000e+00,2.612721920013427734e+00
2.682617187500000000e+00,2.664572715759277344e+00
2.514648437500000000e+00,2.549352169036865234e+00
2.643554687500000000e+00,2.599999189376831055e+00
2.582031250000000000e+00,2.570291757583618164e+00
2.579101562500000000e+00,2.605874538421630859e+00
2.633789062500000000e+00,2.562595367431640625e+00
2.675781250000000000e+00,2.690367221832275391e+00
2.559570312500000000e+00,2.566420555114746094e+00
2.619140625000000000e+00,2.588493824005126953e+00
2.581054687500000000e+00,2.540216922760009766e+00
2.535156250000000000e+00,2.567807674407958984e+00
2.499023437500000000e+00,2.400821208953857422e+00
2.494140625000000000e+00,2.455799818038940430e+00
2.661132812500000000e+00,2.632299900054931641e+00
2.606445312500000000e+00,2.662007808685302734e+00
2.629882812500000000e+00,2.621221542358398438e+00
2.613281250000000000e+00,2.610386371612548828e+00
2.650390625000000000e+00,2.625068426132202148e+00
2.570312500000000000e+00,2.493691444396972656e+00
2.665039062500000000e+00,2.629376649856567383e+00
2.778320312500000000e+00,2.771103858947753906e+00
2.755859375000000000e+00,2.744584321975708008e+00
2.773437500000000000e+00,2.758439779281616211e+00
2.610351562500000000e+00,2.606654644012451172e+00
2.539062500000000000e+00,2.569898128509521484e+00
2.559570312500000000e+00,2.604239940643310547e+00
2.687500000000000000e+00,2.676482677459716797e+00
2.587890625000000000e+00,2.581682205200195312e+00
2.506835937500000000e+00,2.495319366455078125e+00
2.684570312500000000e+00,2.706917762756347656e+00
2.564453125000000000e+00,2.569317340850830078e+00
2.548828125000000000e+00,2.572042465209960938e+00
2.514648437500000000e+00,2.535852432250976562e+00
2.691406250000000000e+00,2.717903614044189453e+00
2.736328125000000000e+00,2.762203216552734375e+00
2.617187500000000000e+00,2.629349470138549805e+00
2.526367187500000000e+00,2.460907459259033203e+00
2.617187500000000000e+00,2.633586406707763672e+00
2.729492187500000000e+00,2.723093509674072266e+00
2.716796875000000000e+00,2.720921039581298828e+00
2.683593750000000000e+00,2.662648439407348633e+00
2.618164062500000000e+00,2.591497182846069336e+00
2.642578125000000000e+00,2.675060272216796875e+00
2.607421875000000000e+00,2.608582496643066406e+00
2.750000000000000000e+00,2.751830339431762695e+00
2.664062500000000000e+00,2.661896705627441406e+00
2.780273437500000000e+00,2.780352592468261719e+00
2.669921875000000000e+00,2.640661954879760742e+00
2.494140625000000000e+00,2.516213655471801758e+00
2.561523437500000000e+00,2.623569965362548828e+00
2.629882812500000000e+00,2.634763240814208984e+00
2.657226562500000000e+00,2.726774692535400391e+00
2.598632812500000000e+00,2.586320400238037109e+00
2.737304687500000000e+00,2.732033967971801758e+00
2.582031250000000000e+00,2.582407951354980469e+00
2.577148437500000000e+00,2.563076734542846680e+00
2.638671875000000000e+00,2.622473716735839844e+00
2.716796875000000000e+00,2.721875190734863281e+00
2.673828125000000000e+00,2.672925233840942383e+00
2.788085937500000000e+00,2.753281593322753906e+00
2.736328125000000000e+00,2.728575229644775391e+00
2.625976562500000000e+00,2.628815889358520508e+00
2.593750000000000000e+00,2.602036237716674805e+00
2.579101562500000000e+00,2.621440410614013672e+00
2.578125000000000000e+00,2.609099864959716797e+00
2.593750000000000000e+00,2.535867929458618164e+00
2.671875000000000000e+00,2.682926654815673828e+00
2.675781250000000000e+00,2.706105709075927734e+00
2.656250000000000000e+00,2.669421195983886719e+00
2.768554687500000000e+00,2.747003316879272461e+00
